user_id,item_id
3361,1315 2054 409 1811 640 1831 2528 1475 476 2224
3362,1658 1428 2056 12 1040 3528 1083 1722 1375 931
3363,1886 1270 2049 157 362 549 3293 2970 3619 874
3364,2946 185 1635 1174 1112 2455 2369 2782 163 3520
3365,853 472 2673 1859 1950 772 112 69 2630 105
3366,2363 2185 570 802 2227 2494 2814 1754 2267 1573
3367,1688 1227 3301 3403 2568 1353 3482 176 677 3367
3368,186 2342 1670 857 2574 1754 2998 2975 1893 1510
3369,367 3668 454 937 3557 2474 1296 498 2073 2121
3370,232 3049 1296 2692 2646 3022 1797 545 1057 1855
3371,1656 1870 1582 1919 1290 1626 3687 3434 1054 299
3372,1560 794 3157 1781 221 2424 1371 3431 1827 382
3373,2847 1057 2570 2054 253 2474 1296 2817 3668 1858
3374,1811 2281 472 3692 2054 2732 2646 2528 2327 1315
3375,1795 1696 3095 3593 2010 3317 1571 1512 2367 3544
3376,1304 1720 2308 561 598 2306 1341 1832 863 183
3377,2265 2128 880 2474 2224 2512 305 138 463 2528
3378,208 69 138 2265 1831 640 2054 2606 2128 1858
3379,253 3609 29 1645 1729 2587 2165 1069 1186 1848
3380,409 476 1916 1475 2847 69 2224 1011 2512 3694
3381,702 2185 2561 1902 2227 2363 3035 762 570 1687
3382,3185 2297 1086 213 700 2630 944 476 1350 206
3383,3317 2953 215 135 623 279 1713 1571 3640 1217
3384,2998 1670 2068 467 1422 2418 457 3161 1958 3256
3385,1827 234 3157 2774 2311 1560 221 1371 2572 2916
3386,2475 1770 1905 3657 3021 2090 3097 2593 2048 2291
3387,3667 743 2618 566 1044 394 35 3602 3598 3002
3388,1912 1859 494 1376 3131 2470 2256 1102 922 2732
3389,743 3002 697 35 96 1044 566 3602 1866 659
3390,606 3201 1933 655 3392 965 2153 1182 1789 539
3391,2924 485 2146 3339 1457 41 2453 1951 2687 2418
3392,1905 3657 2593 1527 3266 2475 3097 461 932 3339
3393,740 428 3280 2835 1912 913 3248 768 3418 2128
3394,1223 2646 1592 2534 3013 707 2210 3276 2732 3141
3395,1680 1818 1245 3090 1014 549 878 429 1456 527
3396,1781 304 188 221 549 3253 2005 2402 1165 2574
3397,3052 517 2069 3020 1298 380 427 3331 1059 2176
3398,2956 220 169 790 3049 1178 1658 2261 2857 1968
3399,2275 1174 3161 213 353 3520 2946 2455 3648 2597
3400,1382 2910 561 598 2898 3474 863 37 3353 2519
3401,83 2553 2320 338 1153 2231 1680 3271 797 2952
3402,543 476 2967 208 3262 1568 2630 3317 1172 109
3403,2630 971 2847 1568 82 237 1211 3317 3529 214
3404,2067 1205 772 2745 2953 2277 401 2609 3022 1946
3405,3443 42 934 541 115 2372 3626 364 2083 1682
3406,3454 213 3593 1174 366 3605 2529 2454 1704 1514
3407,566 457 3007 3699 1835 128 3598 554 2271 2275
3408,332 1935 3224 1659 2989 3412 2034 2802 526 3613
3409,3046 63 293 2757 2988 584 2768 3534 2328 3049
3410,3465 3482 1012 1421 1516 2175 487 2169 2960 1731
3411,3016 717 3066 3668 1140 2210 2912 2331 2342 165
3412,184 2389 2466 454 3644 1830 367 3633 3669 1615
3413,1422 1633 1272 1052 3600 3365 617 405 1377 1337
3414,496 315 3411 2418 1603 3569 1653 1118 3345 1839
3415,3022 1583 2603 1186 1505 36 732 3529 2745 1223
3416,1887 3692 545 2224 3638 236 2509 1614 2402 2327
3417,2515 1858 3628 2664 989 2387 1030 106 1747 3276
3418,2956 1711 2067 1186 1001 2076 3382 1211 451 3049
3419,3699 700 980 3009 3161 195 2102 128 680 2158
3420,37 863 3474 2308 1840 1304 361 598 3535 1341
3421,740 428 3245 1481 1177 3418 3693 768 2835 913
3422,3375 1941 1446 1714 2332 633 2049 2815 1656 239
3423,3418 1912 1481 214 3280 2606 740 1295 2835 3245
3424,2509 1811 2054 809 3583 1371 37 3595 2774 1889
3425,3256 467 1670 2068 2480 3402 1350 1510 3021 1282
3426,2980 2468 119 2626 1546 3049 1216 584 2602 3215
3427,2210 640 3694 476 160 2616 707 3286 3668 2988
3428,2345 1549 1517 79 525 1487 1418 3204 3187 2476
3429,3286 1928 1421 106 2898 1378 1871 208 1147 3396
3430,2947 2169 1928 2564 605 94 1960 956 3537 3153
3431,1427 2311 887 2281 2424 512 2354 221 234 2774
3432,476 69 2265 640 463 1831 2054 1811 3537 2387
3433,43 472 2376 467 1510 186 2342 2402 3256 857
3434,28 22 1997 1505 2862 1360 732 1475 829 3613
3435,1546 493 119 2468 1216 3408 502 2659 1753 1640
3436,1191 3534 650 621 2338 3327 304 818 1365 2222
3437,1777 3574 3355 1501 1149 2181 1639 3157 1336 642
3438,2924 703 3088 668 2853 3042 74 41 129 2456
3439,2603 2556 3544 2630 1859 2636 105 185 1487 853
3440,3161 185 1092 1174 1527 1461 353 2455 3182 163
3441,3059 1133 1658 3142 2056 1968 3528 611 2502 1001
3442,2924 3667 3411 668 1171 708 1270 743 3087 3055
3443,1391 2616 204 1811 1652 2636 1051 784 3298 2587
3444,3653 498 10 523 620 2688 2293 2230 3125 2091
3445,3161 680 1519 3658 3699 673 2979 1836 1527 195
3446,1376 3606 2636 2279 2603 2630 1936 2215 105 2616
3447,206 17 2369 130 2946 2062 185 3182 2782 1578
3448,2297 2256 1030 790 1592 3264 1658 1960 12 513
3449,1833 754 1676 2319 199 2650 2161 1933 2059 233
3450,136 3219 2817 1172 798 2988 2931 1186 1039 1583
3451,3454 998 3309 1288 2566 797 2529 3139 2507 2103
3452,2332 239 1111 1054 57 579 3210 2597 2533 3544
3453,2653 107 488 1272 802 3187 312 3311 1337 1517
3454,1583 2817 237 1186 2646 2603 2745 1172 3418 1211
3455,2258 2230 2557 1268 2493 236 1804 1487 3289 2165
3456,476 640 208 69 463 124 1560 138 2617 487
3457,3065 2148 2474 2907 783 2282 2568 2088 2820 69
3458,3280 214 3248 2990 1295 1912 1177 913 740 3693
3459,1223 3013 2564 22 3409 1316 3272 2031 1638 3423
3460,2302 3594 3523 926 1645 1750 148 3 2071 448
3461,3441 476 2847 1831 208 640 3390 293 7 138
3462,93 1828 190 3151 654 870 620 1638 3364 2384
3463,3660 1287 1191 3550 1248 1018 304 2397 394 1096
3464,3685 3598 52 983 394 563 672 904 2397 1939
3465,1781 2774 1560 382 2311 1315 2916 221 1827 1371
3466,784 1652 1725 2763 2636 3532 1848 2063 1711 2596
3467,2633 2067 1401 2659 3473 3048 543 2784 1855 640
3468,1545 174 488 1426 3404 2814 855 2920 1670 1549
3469,1092 1269 888 992 3185 3161 3471 697 1519 680
3470,3648 978 873 3299 1517 2447 3374 1446 3544 1174
3471,563 2059 2584 2637 1187 450 2145 3235 1058 3700
3472,1516 1781 1096 2068 868 3293 619 1099 3371 1473
3473,650 2311 2354 2428 512 1827 234 221 2774 1781
3474,3534 2338 1365 3005 1191 3550 3327 3238 376 212
3475,3670 2592 1738 1353 3367 658 3301 3403 2915 2801
3476,3544 1603 1936 3006 2597 3335 2181 525 3191 3204
3477,1670 2402 2574 1082 183 1754 857 186 467 3078
3478,2659 493 119 911 2342 1216 3203 2326 1292 737
3479,2424 887 650 2311 1827 1781 221 2774 234 2281
3480,1371 1560 1781 2774 1475 3157 2424 234 2643 2572
3481,1560 1315 1371 1781 2774 2572 382 234 2643 1827
3482,2608 2231 3483 2553 1958 2762 2103 1314 3271 1915
3483,269 768 2835 2942 428 3245 1414 1982 1177 1185
3484,454 2389 2474 3151 2570 2165 1205 1324 2466 1615
3485,740 2835 3245 428 3280 214 2128 3401 1177 553
3486,3699 2275 3007 3009 2158 128 2102 3658 2916 1845
3487,1840 220 1615 1240 3227 253 3705 3644 530 367
3488,475 254 2900 3514 35 3565 3384 2480 740 1830
3489,1211 543 3694 944 3317 3036 82 2468 3534 3441
3490,1252 3002 743 3588 3294 2924 121 2780 35 2340
3491,1692 2819 15 182 1462 324 3020 1879 2239 2019
3492,10 187 498 3653 395 1530 2009 750 3432 500
3493,755 394 3002 3381 2925 2237 814 1835 3602 118
3494,465 2180 3510 474 2038 2472 3388 1473 104 791
3495,2345 232 1039 3101 3367 3656 1057 1246 3406 2956
3496,168 182 3091 3669 3606 166 1201 220 1184 1471
3497,1134 3475 1840 1439 3644 462 2308 2272 3379 392
3498,2140 872 859 2024 2117 3335 3438 3437 3306 3362
3499,382 2354 2311 512 2428 1947 234 221 3687 1827
3500,2485 1861 2480 3358 1825 1018 2050 2194 3220 3511
3501,2127 2256 853 1516 2840 1736 1699 3110 3068 2292
3502,1040 2452 453 1216 3534 1816 3367 2250 2215 1782
3503,397 1076 2259 206 1471 3220 2985 1825 533 3234
3504,3194 2093 2492 3191 3007 2181 481 2397 1518 2140
3505,569 2470 601 2840 1516 2292 2127 1736 1197 3066
3506,904 331 2853 957 3029 3435 1460 745 3020 3405
3507,728 104 1278 1053 2050 2976 3077 1736 3294 2899
3508,382 234 2774 1827 887 2428 778 2916 650 2281
3509,884 1692 2464 1100 2780 1724 2355 3020 1879 380
3510,340 1603 1777 1958 1839 3483 3667 2465 261 1923
3511,293 3046 2768 1546 584 1937 3550 1525 3327 2468
3512,1272 1868 488 2771 609 1545 107 2541 3371 3335
3513,2485 2397 1044 394 983 2613 830 304 2159 743
3514,2129 3441 293 3046 3036 1746 1809 3238 771 793
3515,2763 1725 1652 2319 204 2176 372 1289 2917 1036
3516,2502 922 1376 1887 494 2224 2646 611 1811 587
3517,2387 1382 1698 1840 1421 3474 880 2682 3286 1807
3518,476 3694 1211 1568 208 1172 640 2210 3317 543
3519,2817 136 3219 237 1186 798 1172 63 2588 2812
3520,1316 2617 3013 3272 3153 94 666 1140 2947 3390
3521,3600 3656 570 3101 1545 232 1700 802 810 2574
3522,3151 1205 1324 184 1354 2258 1223 741 236 2798
3523,1670 2574 3133 3256 482 2068 3677 120 979 1350
3524,1191 1287 3660 650 3598 1510 1175 2860 76 2716
3525,3408 283 1108 212 3234 3060 3220 1018 3358 493
3526,2088 3482 2282 1688 2076 1227 1731 1800 204 2306
3527,1096 3293 619 2068 868 2908 2840 1818 2409 2794
3528,1184 3597 3669 1827 3306 1193 817 3438 583 3335
3529,3665 823 3668 387 3216 2290 3132 887 6 1513
3530,1217 2492 3644 1220 2483 386 215 966 1013 408
3531,3036 293 3046 3005 1099 1096 2980 3327 2338 3550
3532,2088 1858 1706 2110 2474 3247 3075 3116 69 2086
3533,740 428 269 1168 2900 1414 3245 475 1295 3401
3534,2308 1720 1304 3474 3116 2980 3535 2122 2306 863
3535,3652 3526 2689 3075 387 2080 3518 513 451 1340
3536,1700 1545 570 2914 1246 1884 2670 810 802 1868
3537,2608 2566 3271 3483 1153 3309 3073 2762 2529 1653
3538,3534 621 696 99 2190 52 212 376 1525 3685
3539,382 234 1781 650 1827 221 2281 2916 2428 2424
3540,1968 22 1234 3012 3224 332 2891 3412 500 526
3541,2916 1147 2251 472 186 3396 3007 160 2365 3460
3542,3613 3224 332 3412 3348 1968 526 3012 1055 3443
3543,1371 3157 1781 2643 1315 794 2311 1475 765 221
3544,1644 782 1586 1744 1507 776 1233 1504 3493 29
3545,208 3528 138 1960 771 3317 640 3441 1568 2328
3546,3345 2059 2887 1461 2145 2218 563 2161 1959 743
3547,2924 878 2405 764 1461 1014 2418 1332 3699 32
3548,3638 365 3424 2828 2612 2848 2835 856 3082 320
3549,3463 3421 1124 1218 658 3255 3119 3415 1259 3362
3550,2088 3353 1858 2236 2910 2947 3075 1012 3116 3247
3551,2931 2817 2676 1186 1583 1172 1039 2784 3219 798
3552,357 1324 2466 2165 1609 613 3312 184 2389 826
3553,1223 2564 232 3409 1638 1337 1316 3153 10 1543
3554,578 2484 1736 3205 2858 728 3111 1278 2920 438
3555,382 512 2311 1427 2354 2774 1947 2428 1086 221
3556,3116 1341 561 37 1848 1304 1371 598 3402 2636
3557,2630 1615 2366 1045 771 3493 463 2534 2273 2290
3558,315 3111 2339 3411 1958 1071 3608 3669 3483 2397
3559,204 2636 3298 3317 2297 1858 2076 3000 208 3526
3560,1893 2500 3078 810 3487 1367 3253 456 2191 3610
3561,904 2273 331 2853 2620 957 3029 2337 3598 745
3562,3701 872 3367 3306 1868 3311 1545 1652 221 2592
3563,915 2239 182 2780 15 1100 1471 1127 1692 1462
3564,1456 527 528 1032 2920 1669 3111 573 855 1818
3565,2291 1655 3067 3597 1193 1758 3608 3684 2400 462
3566,488 2771 312 1272 609 378 1300 107 2892 1037
3567,994 692 3223 2060 3381 2198 3318 2050 397 1275
3568,2980 3238 398 584 2757 1445 331 1956 1131 3060
3569,293 2980 3046 2757 2302 3534 2468 2768 1546 553
3570,1560 794 3157 1371 1781 2572 2774 1475 2424 1827
3571,3253 1404 382 778 3276 1932 1893 2574 2991 810
3572,3151 1487 2258 2011 1657 2798 1146 28 3424 3269
3573,3574 2181 1777 1915 3235 288 340 1064 2584 3087
3574,487 2169 124 69 1928 2692 2515 1421 305 1180
3575,1479 3133 3253 434 609 188 3608 2371 2311 1655
3576,1102 2345 2400 2709 2932 3171 3059 1924 184 1309
3577,1165 549 382 88 2500 2697 2005 819 183 221
3578,1011 1487 3216 184 2474 3665 1657 866 28 1906
3579,3355 2608 3574 3235 288 1603 1777 1314 2601 3177
3580,1332 2593 2924 2320 668 977 2385 2695 3658 1247
3581,872 2221 3335 3113 3438 1184 3674 1525 530 166
3582,2739 133 1550 1666 3544 493 735 2781 24 1418
3583,2456 2060 2924 3025 2010 1461 2405 1795 1951 2946
3584,52 3345 394 2397 3002 2485 899 743 1067 2059
3585,1603 1839 1936 782 609 2597 509 3371 1830 1517
3586,1205 1296 2165 2828 3142 2646 236 1279 1797 545
3587,2835 214 1481 3280 3245 1912 740 428 1177 3693
3588,513 423 3526 1924 2282 3652 2154 3287 2088 3023
3589,2024 859 220 3113 3438 3362 474 3228 1556 2215
3590,1704 2151 1009 1514 919 2202 154 1350 3454 2529
3591,2265 409 707 124 3272 2148 228 1315 2054 1223
3592,1559 271 1401 601 2974 1569 237 1300 2413 2745
3593,1376 494 922 1102 2664 3418 1859 1887 1946 1912
3594,438 578 2920 2643 1032 3111 3479 3527 2699 1371
3595,650 2625 2281 1831 1947 1545 2428 204 2870 2653
3596,2272 3671 1022 2858 666 58 260 1738 110 1995
3597,1746 2626 944 2980 208 2757 584 1304 293 138
3598,2739 2597 239 3006 400 1111 525 2781 1054 1603
3599,3668 2256 922 476 1858 1946 569 1057 2664 2630
3600,650 1191 1287 2222 2716 2159 1096 2860 3463 3598
3601,650 3036 398 293 815 972 1365 1191 1809 1099
3602,3656 2980 3335 1376 790 1428 1375 1840 361 2519
3603,1545 2814 2185 802 1868 810 2653 2363 312 3600
3604,143 2101 1183 306 1604 2708 1480 3531 704 1112
3605,1638 93 2258 2165 1186 3638 1354 184 1487 2798
3606,2743 3671 2272 1150 1477 260 2744 2858 2458 3372
3607,293 2757 2980 584 2128 2468 3036 2626 3046 3053
3608,1011 6 1403 3665 3216 320 971 2570 892 2609
3609,1427 2311 2354 2428 512 221 887 1947 1781 2774
3610,801 107 609 488 312 3656 3187 1517 1037 1337
3611,124 880 2474 1453 2820 2088 652 2148 2568 228
3612,2261 220 1045 2221 1782 931 3215 1428 1658 1690
3613,2474 707 3476 2265 2224 3431 124 2580 652 1590
3614,295 649 1220 539 1081 1297 708 43 3091 2510
3615,185 1092 2275 1527 2455 680 353 206 3161 2082
3616,1517 978 2771 1839 1603 1426 1936 2257 2653 3544
3617,584 1868 3371 2980 1848 3335 2541 3187 3670 640
3618,3030 1754 3439 3487 3078 1426 2205 1801 2849 1549
3619,1102 12 1658 1030 1083 1968 2956 3528 2800 611
3620,278 1808 3526 622 2284 1137 2596 2773 754 2650
3621,3049 2626 169 2630 1753 2616 2210 2501 2331 3053
3622,465 2180 3294 219 3293 335 1818 1096 911 362
3623,2265 707 2606 2148 880 1475 2474 3013 2387 2528
3624,335 1139 791 1068 465 248 1111 3375 3698 1166
3625,221 1827 3251 549 1165 724 382 3253 819 304
3626,2485 1278 2340 563 2480 576 1018 1427 2050 2584
3627,3415 1052 3365 2370 989 2409 1377 1668 2139 2132
3628,382 1781 1827 2424 2311 887 221 650 2774 234
3629,206 2369 2567 1139 664 2245 342 1863 1053 737
3630,2734 1704 1009 274 3545 1994 1290 356 1622 546
3631,794 2006 771 29 2620 2877 1045 3427 1169 2967
3632,1777 1680 2405 3055 3025 2146 32 1540 1639 1876
3633,2967 3131 2389 454 2817 2877 2557 2297 2581 136
3634,1858 584 2387 463 2980 3656 528 2519 333 1848
3635,2817 2646 136 2297 3692 237 2281 1831 1315 3151
3636,2273 568 3493 957 1916 2337 279 3029 331 2366
3637,2664 2256 2646 1747 2732 790 1848 2673 3474 2327
3638,496 3483 1603 315 2418 3569 1314 1071 1653 3157
3639,2636 3526 204 784 3338 3227 663 1652 1391 1070
3640,2345 1700 1246 3101 3656 350 1630 1393 2023 3600
3641,971 2366 2967 2488 1568 1615 2389 2877 2290 2474
3642,1315 1840 1057 1811 3116 809 2457 2122 530 2402
3643,3526 2297 790 1858 147 1001 2154 3668 1211 1658
3644,1887 863 2086 1304 3677 2509 1912 3474 3448 1382
3645,989 1633 183 1560 1456 409 1781 88 188 1165
3646,2107 2088 2769 529 2282 677 783 3353 2182 1800
3647,2980 1216 3000 584 1078 1858 3335 1848 2541 3670
3648,3692 132 1039 2688 3423 3022 2828 22 3269 2564
3649,3358 2485 1248 2613 1510 1210 2416 2480 331 1617
3650,1633 1560 183 467 472 3220 409 2402 2261 188
3651,400 239 2597 2332 1111 24 1446 2781 1603 978
3652,922 401 1859 494 2664 1811 1057 809 1133 1293
3653,1272 1086 488 2653 3656 1868 1573 1517 1545 609
3654,1808 3298 1001 3668 513 2335 1858 253 3317 2119
3655,71 1367 1426 1623 2865 3404 2257 1517 3439 3341
3656,3583 472 2528 2365 1887 883 452 2509 809 3198
3657,911 2659 2902 1676 3204 2919 3171 3633 1325 2754
3658,2370 3677 1470 3256 1670 3119 452 2622 3133 1700
3659,944 2757 2328 293 2626 3534 2980 1546 3528 584
3660,2328 944 2626 2331 2250 3317 2768 109 2757 3098
3661,3705 2874 220 646 1814 99 2857 1711 2956 2313
3662,3474 863 1341 1848 1382 561 37 3402 3535 2774
3663,2418 2231 1653 3483 2687 1958 3061 3161 496 1431
3664,93 1638 3289 472 1354 3082 1223 779 3013 10
3665,2224 1315 2828 1887 2402 3638 3418 494 3142 2327
3666,1956 1814 3327 99 220 212 2980 646 2874 293
3667,1367 810 2363 2227 2865 3030 1549 1670 3690 1902
3668,2980 553 293 63 728 3534 1525 2768 1640 2757
3669,1545 1573 2814 702 3035 1868 2653 452 2185 2561
3670,1699 3365 2908 2256 2840 3390 3382 2328 3066 2617
3671,1545 1687 2227 3651 810 2653 801 3363 2756 702
3672,2336 3036 3472 3550 3005 830 2199 1617 650 2779
3673,2293 375 2116 498 618 523 2091 3013 620 3653
3674,1619 1518 1893 2205 983 2397 331 1621 270 3051
3675,1670 3690 1367 3030 2257 3078 2191 810 762 1549
3676,474 1197 2127 1166 2038 1216 465 853 2292 2280
3677,3600 1337 1868 1545 802 2561 1902 1086 2363 2653
3678,1337 3090 1014 549 1680 429 527 3365 2363 802
3679,1700 1393 79 1246 3101 1251 3406 1630 2023 2476
3680,2227 702 2814 570 3404 1902 2185 3035 762 810
3681,512 1086 1947 3687 1427 2870 2625 2281 724 2428
3682,3699 2102 1845 3007 3009 3209 1479 1014 2275 2158
3683,3046 3534 2980 3036 2768 1099 650 2175 3327 584
3684,2159 2397 743 1044 904 563 672 3598 983 394
3685,1376 3059 2732 2664 3142 1102 3418 1912 401 790
3686,2282 451 289 1688 2088 69 3023 3264 1453 1993
3687,913 553 2942 269 2900 2990 2136 3248 1414 3245
3688,2272 260 2458 3671 423 58 3047 2007 2056 1477
3689,382 650 2311 1427 234 1781 2428 221 724 512
3690,1704 1009 2499 2734 1087 356 873 2202 2644 3545
3691,124 305 1858 2148 2076 2088 2512 3350 2387 2265
3692,2455 185 2275 1092 213 1527 2033 163 17 3161
3693,902 238 692 3381 189 3586 2494 3280 3607 1179
3694,2084 3101 1179 1459 2518 1217 2364 2476 2914 2023
3695,214 109 3262 82 3418 2967 2328 3317 3528 1172
3696,2418 2924 485 1951 3339 2146 2687 41 2143 1709
3697,1593 1946 2732 1376 2086 153 1293 2664 2581 1808
3698,2154 3652 3317 1924 135 147 1453 2076 3229 1340
3699,872 2538 2024 1184 2136 3437 1627 1655 3597 1193
3700,1279 1638 375 2676 10 2258 3072 523 620 236
3701,2424 1315 3431 1560 1371 2722 2266 3157 901 1475
3702,37 863 3402 1304 1840 3116 561 598 361 2122
3703,1205 2224 494 1011 184 3692 3638 3418 2798 3142
3704,3101 2400 452 1186 2518 741 3692 1459 3286 3350
3705,1001 2956 2636 1808 1811 2528 73 1775 3227 3677
3706,3493 3482 568 1738 2006 2620 1688 3367 3255 2273
3707,880 2088 2820 2282 2073 228 1858 3065 1706 2
3708,1481 1804 2534 184 2581 3131 3693 2290 1568 2165
3709,3185 163 555 1252 2259 3294 213 2050 2198 206
3710,409 1543 1223 3153 3013 120 1316 607 1315 3529
3711,237 2603 1039 2616 512 1211 3694 2630 2210 2645
3712,232 2345 3101 1246 1700 3656 3406 1630 1686 1393
3713,2755 1886 1818 24 1270 3619 2545 157 2118 549
3714,2465 1655 1193 3157 534 145 2379 3569 3597 923
3715,1337 293 944 208 1086 2653 1030 3528 1545 2328
3716,1687 1545 810 702 3404 79 1884 1801 1549 1337
3717,2186 672 1171 3602 1191 3027 2048 3318 76 1052
3718,1754 2363 702 2185 1545 1902 3439 1687 802 2227
3719,221 382 650 2428 2311 234 1427 1781 2281 2424
3720,1828 3476 106 382 3432 592 695 3684 1832 748
3721,1290 3624 2766 2062 400 2734 274 2499 1112 704
3722,543 618 2384 3424 3381 1279 2789 3692 401 375
3723,3593 2010 3185 994 3130 2367 555 2060 1597 662
3724,3215 1445 3049 3408 1956 1081 1328 1491 1216 3234
3725,740 2900 768 254 475 3374 1681 1168 2606 3514
3726,974 3609 3000 1069 2556 3659 805 1645 2335 365
3727,2345 452 79 3600 1337 1246 2670 1868 1884 3101
3728,1669 578 2920 2858 3205 3111 2484 1736 528 1032
3729,2353 1456 3253 88 2076 1633 3276 2282 1738 607
3730,213 780 2825 1128 2971 1155 855 3602 1207 394
3731,628 2899 1754 1619 1773 2334 3240 2958 2708 978
3732,2956 1001 169 220 3049 1374 2857 3705 2819 1711
3733,3421 1422 2051 3025 2453 41 2663 1951 2592 485
3734,3482 2331 1012 2757 3016 717 2129 487 785 1746
3735,2492 2397 2140 331 481 2512 3628 3194 165 1747
3736,2819 1100 884 1692 3469 3020 2780 2019 542 2464
3737,3528 1030 944 2328 2757 1960 109 2331 1304 2297
3738,132 3533 829 2830 813 1080 1859 357 1146 1315
3739,1427 382 512 3687 650 2428 1947 2281 724 1086
3740,2474 2534 2366 1615 184 2967 2389 1916 2290 971
3741,1315 2281 236 232 1223 3533 3151 1039 1316 1638
3742,2127 1463 3526 1197 2689 2261 1658 3264 1012 790
3743,2609 1011 6 2488 2067 1205 1548 494 279 2953
3744,3327 3660 2237 2338 2397 830 3550 394 1127 304
3745,3049 2928 2630 2633 2784 2626 1292 2602 1375 2616
3746,771 1830 2136 2606 1184 428 1738 2129 463 2980
3747,966 3335 3325 90 1219 1184 2024 872 3438 2700
3748,382 2354 1427 2311 1947 221 2428 2774 1086 887
3749,1030 1211 1960 3694 2501 3528 3668 1658 2331 2534
3750,2518 1813 2476 2730 2467 1251 1459 2914 1902 1545
3751,2630 2210 2366 476 971 2501 2646 1030 1960 2745
3752,2943 1052 1733 1460 1377 3690 1538 1639 797 155
3753,79 1700 1246 3101 1393 350 2467 3406 3656 1813
3754,3669 2397 3111 1184 1830 3438 2218 3327 657 3569
3755,3180 728 1362 2988 553 2128 3046 1233 2302 63
3756,110 1688 3301 1022 1995 1738 666 710 677 2015
3757,138 2129 3441 1746 476 2757 1304 2175 293 3046
3758,1043 697 3360 128 673 680 3300 2125 1067 296
3759,3002 35 3602 394 1067 1044 2618 457 673 697
3760,1958 2418 1603 1314 2687 496 3483 315 2143 485
3761,2683 3075 408 392 2654 273 950 783 1688 3386
3762,382 650 2354 512 2281 1427 1086 3687 1947 724
3763,2136 269 254 3514 35 2835 2942 1414 3565 3218
3764,1375 2256 790 1747 2519 1083 1848 37 1030 2664
3765,184 1638 2557 2258 2493 3159 2114 1804 1324 3382
3766,3201 3000 965 2447 1362 233 539 3392 1825 326
3767,2828 1360 3418 401 1205 3131 2603 3382 2745 772
3768,1827 650 2774 1427 2424 1781 724 2916 887 264
3769,1754 1573 174 702 1086 1623 2814 978 2227 2185
3770,3677 482 2402 2622 561 1887 467 2509 183 598
3771,2653 1868 801 2814 3187 2338 570 488 1517 739
3772,3473 2067 2603 2210 2630 93 3332 3022 169 1855
3773,2258 1997 2798 1011 93 3013 28 1146 2557 184
3774,2186 989 650 3005 3133 331 1052 3628 409 1809
3775,1216 2980 3050 402 1375 2541 2387 1640 1858 3000
3776,382 2281 2311 2774 221 1781 2428 234 1827 1427
3777,3005 3036 3327 293 2338 3660 3046 1248 2161 1956
3778,3699 2275 700 3007 3009 2102 1845 195 2158 128
3779,2814 3035 1902 2363 762 3404 1393 2865 1687 570
3780,2088 228 2110 476 2086 652 3353 138 2474 1858
3781,52 743 563 394 1044 35 3598 983 2485 2397
3782,944 2328 2626 2768 1546 1746 293 3441 1304 119
3783,1553 1102 1133 1083 1134 1376 1658 3475 1001 2800
3784,1700 1246 1393 3406 2476 1813 645 2467 2730 3274
3785,3701 2636 779 1051 93 663 1848 2119 3298 2587
3786,2161 1892 2059 1959 1692 2596 230 754 3532 295
3787,2093 481 3194 1518 3166 1862 1587 1619 165 2027
3788,1809 293 1365 1191 3005 3463 398 304 1621 2222
3789,1337 312 3276 778 452 989 107 2574 2110 3406
3790,1688 3023 2602 1227 2282 94 451 2076 2088 1731
3791,605 793 983 394 1787 956 1323 2291 755 2908
3792,2338 1491 2090 2291 2801 2048 382 3097 1905 461
3793,1271 3381 3534 109 376 1621 1365 304 3036 3472
3794,1699 2068 1781 619 2794 2908 3293 1099 1493 2443
3795,409 1560 607 2265 2031 2402 2224 228 2011 92
3796,1902 2227 702 1549 2267 2561 762 952 3439 1754
3797,301 3381 331 1587 2397 868 1798 983 2140 3051
3798,3132 3665 971 458 2918 225 2534 2474 3163 1657
3799,1688 1800 2769 2306 677 783 3255 3065 2107 289
3800,28 2258 3151 472 93 1638 3013 10 1657 3423
3801,213 3658 3002 2082 353 3266 3021 680 2354 96
3802,3151 2798 2510 1707 777 2612 28 93 3638 3418
3803,37 2636 2054 3474 1341 3116 2774 1615 2281 361
3804,2603 3382 569 2745 2470 601 237 3159 779 1401
3805,1836 1527 2082 213 700 680 3161 1619 296 697
3806,2636 1615 1858 863 463 37 872 3670 3116 3402
3807,553 2980 2338 1248 3550 2302 3327 3408 1096 3036
3808,2222 3005 3660 2186 2136 2315 2716 1510 1191 2159
3809,2140 2117 3513 1179 3067 2480 3546 3438 1184 3670
3810,796 1279 236 132 1952 426 3423 2828 3289 357
3811,606 1933 3201 2153 233 1825 1182 1945 1370 326
3812,2293 1548 1930 1030 1164 2328 2617 1960 3537 3377
3813,1223 3013 3153 472 1316 3529 2564 3409 22 732
3814,2328 2297 1211 2626 3534 1937 2250 2768 1640 3053
3815,1868 2653 1545 488 3311 312 1504 1337 3656 1517
3816,873 1644 1507 2029 75 3700 833 3232 1100 2176
3817,184 2570 2389 1057 3557 2474 253 406 2466 3668
3818,806 3405 3309 2804 3685 1528 2310 2455 185 2869
3819,1700 1562 2476 2730 1260 79 2614 2467 1822 1616
3820,94 3172 691 333 3390 1960 3441 605 956 2515
3821,1030 2256 2261 451 790 944 3264 3023 513 1178
3822,2186 818 1287 1191 76 1018 52 376 304 1099
